3	878	0	0.4941718578338623
3	4066	0	0.5035097599029541
3	1197	0	0.5320572853088379
3	8644	0	0.5088276863098145
5	4098	0	0.5346801280975342
5	4507	0	0.5103918313980103
5	6745	0	0.5157950520515442
5	7779	0	0.5171709060668945
5	2578	0	0.5137877464294434
5	4888	0	0.5142979025840759
9	760	0	0.5413256883621216
9	953	0	0.5193261504173279
9	4701	0	0.5193216800689697
9	6756	0	0.5283273458480835
11	239	0	0.5085138082504272
11	7908	0	0.5334790349006653
19	151	0	0.5159451365470886
19	5416	0	0.5232184529304504
19	1345	0	0.5167654156684875
19	254	0	0.5195909142494202
25	6199	0	0.5176407098770142
25	8541	0	0.5398722887039185
27	2509	0	0.5077266097068787
27	9032	0	0.5100322961807251
27	9789	0	0.501363217830658
27	4004	0	0.49811410903930664
27	7473	0	0.5111882090568542
27	16	0	0.4978261888027191
29	610	0	0.5289480090141296
29	9495	0	0.515082836151123
29	4601	0	0.5015972256660461
29	7141	0	0.5041416883468628
34	2388	0	0.49490687251091003
34	3233	0	0.5097301006317139
34	4199	0	0.5018465518951416
34	6572	0	0.5233291983604431
34	8932	0	0.5019360184669495
34	2377	0	0.5225731134414673
34	9575	0	0.5076919198036194
34	9141	0	0.5000700354576111
34	340	0	0.5012770891189575
34	304	0	0.49805665016174316
35	6065	0	0.5359959006309509
35	9058	0	0.5391829013824463
35	9929	0	0.5301752090454102
35	5822	0	0.5245084762573242
35	9097	0	0.5450481176376343
35	4122	0	0.5311107039451599
42	2075	0	0.555985152721405
42	2050	0	0.5817060470581055
44	115	0	0.5283915996551514
44	2001	0	0.5448651909828186
44	4253	0	0.5404386520385742
44	9845	0	0.54062819480896
44	4435	0	0.543918788433075
44	245	0	0.5387968420982361
44	2349	0	0.5179531574249268
44	4549	0	0.5145515203475952
46	1913	0	0.5004507303237915
46	5888	0	0.5049888491630554
46	5209	0	0.5128850340843201
46	2549	0	0.49906662106513977
49	7148	0	0.5102482438087463
49	2411	0	0.5600404143333435
50	1647	0	0.5326630473136902
50	5363	0	0.5516322255134583
50	6948	0	0.5207549929618835
50	2697	0	0.5231701135635376
50	5214	0	0.5313215255737305
50	3160	0	0.5253102779388428
53	5052	0	0.5173584818840027
53	7895	0	0.5180016756057739
53	204	0	0.5355939865112305
53	8471	0	0.5173196792602539
57	1397	0	0.5295557379722595
57	1694	0	0.5045827031135559
57	6572	0	0.5552084445953369
57	5968	0	0.5122267603874207
57	6781	0	0.5088445544242859
57	2039	0	0.5444925427436829
