13578	31458	2	1.0
13578	16169	2	1.0
13579	21349	2	1.0
13579	30667	2	1.0
13598	31079	2	1.0
13598	28394	2	1.0
13601	15070	2	1.0
13601	17761	2	1.0
13601	18352	2	1.0
13601	20088	2	1.0
13601	22291	2	1.0
13601	24327	2	1.0
13601	27276	2	1.0
13601	28963	2	1.0
13601	18571	2	1.0
13601	23487	2	1.0
13601	22502	2	1.0
13601	26613	2	1.0
13601	29497	2	1.0
13601	15446	2	1.0
13601	14110	2	1.0
13601	30405	2	1.0
13603	26727	2	1.0
13603	32491	2	1.0
13603	33324	2	1.0
13603	21647	2	1.0
13603	28218	2	1.0
13603	13647	2	1.0
13605	24477	2	1.0
13605	22456	2	1.0
13616	16665	2	1.0
13616	27951	2	1.0
13622	17623	2	1.0
13622	18074	2	1.0
13623	14799	2	1.0
13623	26663	2	1.0
13623	28964	2	1.0
13623	32659	2	1.0
13623	31781	2	1.0
13623	14155	2	1.0
13628	24970	2	1.0
13628	31803	2	1.0
13628	14016	2	1.0
13628	24674	2	1.0
13631	23670	2	1.0
13635	17761	2	1.0
13635	24327	2	1.0
13635	25764	2	1.0
13635	32518	2	1.0
13635	21093	2	1.0
13635	17784	2	1.0
13639	17075	2	1.0
13639	25764	2	1.0
13639	21956	2	1.0
13639	14101	2	1.0
13654	17711	2	1.0
13654	20966	2	1.0
13654	26004	2	1.0
13654	33021	2	1.0
13654	17924	2	1.0
13654	22291	2	1.0
13654	23482	2	1.0
13654	18177	2	1.0
13657	14412	2	1.0
13657	18362	2	1.0
13657	19922	2	1.0
13657	21231	2	1.0
13657	26371	2	1.0
13657	28662	2	1.0
13657	28700	2	1.0
13657	29719	2	1.0
13657	30281	2	1.0
13657	31371	2	1.0
13657	32928	2	1.0
13657	33498	2	1.0
13657	18255	2	1.0
13657	17901	2	1.0
13657	22962	2	1.0
13657	19543	2	1.0
13657	14056	2	1.0
13657	30490	2	1.0
13657	24658	2	1.0
13657	26255	2	1.0
13657	17112	2	1.0
13657	33493	2	1.0
13657	30921	2	1.0
13657	15805	2	1.0
13662	19021	2	1.0
13662	30994	2	1.0
13662	20103	2	1.0
13662	27975	2	1.0
13666	14276	2	1.0
13666	26436	2	1.0
13667	20886	2	1.0
13667	24327	2	1.0
13667	32481	2	1.0
13667	21926	2	1.0
13671	13755	2	1.0
13671	24444	2	1.0
13671	31435	2	1.0
13671	30798	2	1.0
13671	27979	2	1.0
13671	19662	2	1.0
13675	24724	2	1.0
13675	26600	2	1.0
13675	25292	2	1.0
13675	31371	2	1.0
13688	26878	2	1.0
13688	30652	2	1.0
13689	25764	2	1.0
13689	26535	2	1.0
13689	23683	2	1.0
13689	25345	2	1.0
13697	25764	2	1.0
13697	14221	2	1.0
13703	30865	2	1.0
13703	31107	2	1.0
13703	17992	2	1.0
13703	30265	2	1.0
13711	18124	2	1.0
13711	22208	2	1.0
13711	20832	2	1.0
13711	16665	2	1.0
13712	16103	2	1.0
13712	32187	2	1.0
13712	24327	2	1.0
13712	28030	2	1.0
13717	21563	2	1.0
13717	25536	2	1.0
13721	30882	2	1.0
13721	21084	2	1.0
13729	18043	2	1.0
13729	20088	2	1.0
13729	20460	2	1.0
13729	23752	2	1.0
13729	24991	2	1.0
13729	24998	2	1.0
13729	25764	2	1.0
13729	29914	2	1.0
13729	31251	2	1.0
13729	22274	2	1.0
13729	23702	2	1.0
13729	29272	2	1.0
13729	23984	2	1.0
13729	21302	2	1.0
13729	23289	2	1.0
13729	14113	2	1.0
13729	14426	2	1.0
13729	27661	2	1.0
13739	14016	2	1.0
13739	15431	2	1.0
13739	19922	2	1.0
13739	21028	2	1.0
13739	26499	2	1.0
13739	28678	2	1.0
13739	33380	2	1.0
